address,category,subcategory,coords.lat,coords.lon,date,location
"Via Val di Bondo, 11, 20161 Milano MI",FURTO,Furto in Abitazione,45.524803,9.160351,2/5/2021,lombardia-milano-milano
"Via Privata Antonio Meucci, 3, 20128 Milano MI",FURTO,Furto Ciclo/Motociclo,45.509544,9.24689,1/16/2018,lombardia-milano-milano
"Corso Giacomo Matteotti, 20162 Milano MI",FURTO,Furto Ciclo/Motociclo,45.466948,9.195037,3/13/2019,lombardia-milano-milano
"Via Andrea Maria AmpÃ¨re, 10, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.479356,9.227229,3/3/2019,lombardia-milano-milano
"Viale Regina Margherita, 30, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.460027,9.206177,3/19/2019,lombardia-milano-milano
"Piazza Guglielmo Oberdan, 20124 Milano MI",FURTO,Furto Ciclo/Motociclo,45.474804,9.205365,1/22/2018,lombardia-milano-milano
"Via Giovanni Pacini, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.484231,9.235066,3/11/2019,lombardia-milano-milano
"Via Negroli, 20133 Milano MI",FURTO,Furto Ciclo/Motociclo,45.465523,9.232505,2/1/2019,lombardia-milano-milano
"V.le Zara, 23, 20159 Milano MI",FURTO,Furto Ciclo/Motociclo,45.492364,9.1927,3/6/2019,lombardia-milano-milano
Via Mille Lire,RAPINA,Rapina in Esercizio Commerciale,45.4666431,9.1289018,1/3/2022,lombardia-milano-milano
Piazza Durante,FURTO,Furto Ciclo/Motociclo,45.4892505,9.223539,1/7/2022,lombardia-milano-milano
Via Edolo,FURTO,Furto in Abitazione,45.4926813,9.2065419,1/6/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",FURTO,,45.4848268,9.2023322,1/7/2022,lombardia-milano-milano
"Largo Celestino Usuelli, CittÃ  Studi",FURTO,,45.4779544,9.2196765,1/9/2022,lombardia-milano-milano
"Via Sabatino Lopez, Quarto Oggiaro",RAPINA,Rapina in Esercizio Commerciale,45.5141231,9.148423,1/2/2022,lombardia-milano-milano
"Via Angelo Inganni, Lorenteggio",RAPINA,Rapina in Esercizio Commerciale,45.4476228,9.1276227,1/3/2022,lombardia-milano-milano
Via Teodosio,FURTO,Furto Ciclo/Motociclo,45.4879541,9.2298794,1/12/2022,lombardia-milano-milano
"Via Andegari, Duomo",RAPINA,Rapina in Strada,45.4694607,9.1908762,1/11/2022,lombardia-milano-milano
"Corso Buenos Aires, 13, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.476795,9.207335,1/11/2022,lombardia-milano-milano
"Via della Spiga, Montenapoleone",RAPINA,Rapina in Esercizio Commerciale,45.4680179,9.1957095,1/12/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, 1, 20124 Milano MI",FURTO,,45.486055,9.20293,1/12/2022,lombardia-milano-milano
Via Casati,RAPINA,Rapina in Strada,45.4789182,9.2032425,1/14/2022,lombardia-milano-milano
"Piazza Della Repubblica, Milano",FURTO,Furto in Esercizio Commerciale,45.4787203,9.1975698,1/15/2022,lombardia-milano-milano
"Viale Papiniano, Porta Magenta",FURTO,,45.4735771,9.1658902,1/13/2022,lombardia-milano-milano
"Piazza Leonardo da Vinci, CittÃ  Studi",RAPINA,Rapina in Strada,45.4784227,9.2271424,1/14/2022,lombardia-milano-milano
Via Carlo De Angeli,FURTO,Furto in Esercizio Commerciale,45.4433445,9.1978791,1/10/2022,lombardia-milano-milano
"Via Farini, Milano",FURTO,Furto in Esercizio Commerciale,45.4902735,9.1834961,1/11/2022,lombardia-milano-milano
"Piazzale Stazione Genova, 4, Porta Genova",RAPINA,Rapina in Strada,45.4529287,9.1695775,1/13/2022,lombardia-milano-milano
"Via Gallarate, Musocco",FURTO,Furto in Esercizio Commerciale,45.5027988,9.1140296,1/16/2022,lombardia-milano-milano
"Viale Ungheria, 30, 20138 Milano MI",FURTO,Furto in Abitazione,45.445869,9.24827,1/11/2022,lombardia-milano-milano
"Corso Vittorio Emanuele II, 37, 20122 Milano MI",FURTO,Furto in Esercizio Commerciale,45.466007,9.196612,1/13/2022,lombardia-milano-milano
"Via Privata Bitonto, Milano MI",RAPINA,Rapina in Strada,45.495042,9.192589,1/13/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, 1, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.485492,9.203305,1/17/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, 1, 20124 Milano MI",RAPINA,,45.485131,9.20408,1/19/2022,lombardia-milano-milano
"Via Bernardino Corio, Porta Romana",RAPINA,Rapina in Strada,45.4518038,9.2053557,1/18/2022,lombardia-milano-milano
"Via Giovanni Cena, 8, 20135 Milano MI",FURTO,Furto in Esercizio Commerciale,45.460499,9.220287,1/13/2022,lombardia-milano-milano
"Corso Buenos Aires, 49/51, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.481215,9.211776,1/13/2022,lombardia-milano-milano
"Piazza Risorgimento, 20129 Milano MI",FURTO,Furto in Esercizio Commerciale,45.467693,9.210481,1/13/2022,lombardia-milano-milano
"Via Cesare Battisti, 13-5, 20122 Milano MI",FURTO,Furto Auto,45.462954,9.199831,1/14/2022,lombardia-milano-milano
Via Giacomo Antonini,FURTO,Furto in Abitazione,45.4368784,9.1924612,1/16/2022,lombardia-milano-milano
Via Saccardo I,FURTO,Furto Ciclo/Motociclo,45.4811505,9.2418483,1/18/2022,lombardia-milano-milano
"Piazzale Loreto, Loreto",FURTO,,45.4862736,9.2167212,1/17/2022,lombardia-milano-milano
"Via Monte Napoleone, Montenapoleone",FURTO,Furto in Esercizio Commerciale,45.4683338,9.1951331,1/17/2022,lombardia-milano-milano
"Piazza Duomo, Milano",RAPINA,Rapina in Strada,45.4637,9.1905995,1/17/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",RAPINA,,45.4848268,9.2023322,1/18/2022,lombardia-milano-milano
Via Don Gnocchi,FURTO,Furto Ciclo/Motociclo,45.4723651,9.1249465,1/20/2022,lombardia-milano-milano
"Piazza Vetra, Milano",RAPINA,Rapina in Strada,45.45767,9.1831934,1/19/2022,lombardia-milano-milano
Via Settembrini,FURTO,Furto Ciclo/Motociclo,45.4824048,9.2066276,1/22/2022,lombardia-milano-milano
"Viale Vittorio Veneto, Porta Venezia",RAPINA,Rapina in Strada,45.4766346,9.2009712,1/21/2022,lombardia-milano-milano
"Piazzale Selinunte, San Siro",FURTO,Furto Auto,45.4721258,9.1368247,1/22/2022,lombardia-milano-milano
Via Guido Reni,FURTO,Furto Ciclo/Motociclo,45.4726239,9.2259037,1/24/2022,lombardia-milano-milano
"Via Riccardo Pitteri, Ortica",FURTO,Furto in Esercizio Commerciale,45.4753181,9.2478411,1/20/2022,lombardia-milano-milano
Via Passione,FURTO,Furto in Abitazione,45.4649057,9.2011045,1/24/2022,lombardia-milano-milano
"Via Rubens, San Siro",RAPINA,Rapina in Strada,45.4671689,9.1431043,1/23/2022,lombardia-milano-milano
"Via Privata Maria Teresa, Milano",FURTO,Furto in Abitazione,45.4632481,9.1814345,1/24/2022,lombardia-milano-milano
"Via Chiaravalle, Milano",FURTO,Furto in Abitazione,45.460819,9.1916974,1/24/2022,lombardia-milano-milano
Via Viterbo,FURTO,Furto Auto,45.456114,9.1071972,1/26/2022,lombardia-milano-milano
"Corso Como, Garibaldi",FURTO,,45.4822154,9.187367,1/28/2022,lombardia-milano-milano
Via Marcona,FURTO,Furto Ciclo/Motociclo,45.4640744,9.2160864,1/30/2022,lombardia-milano-milano
"Piazzale Luigi Cadorna, 20123 Milano MI",FURTO,,45.468111,9.176469,1/29/2022,lombardia-milano-milano
"Via Gentilino, 4, 20136 Milano MI",FURTO,Furto in Abitazione,45.448891,9.180386,1/20/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",RAPINA,Rapina in Strada,45.4848268,9.2023322,1/26/2022,lombardia-milano-milano
"Viale Caterina da ForlÃ¬, Lorenteggio",RAPINA,Rapina in Esercizio Commerciale,45.4602406,9.1421127,1/28/2022,lombardia-milano-milano
"Via Valsolda, 15, 20142 Milano MI",FURTO,Furto in Abitazione,45.442957,9.169901,1/18/2022,lombardia-milano-milano
"Corso di Porta Ticinese, Porta Ticinese",FURTO,Furto in Esercizio Commerciale,45.4564172,9.1807758,1/26/2022,lombardia-milano-milano
"Piazzale Francesco Baracca, Porta Magenta",RAPINA,Rapina in Esercizio Commerciale,45.4665171,9.1663679,1/25/2022,lombardia-milano-milano
"Via Gentilino, 4, 20136 Milano MI",FURTO,Furto in Abitazione,45.448899,9.180382,1/19/2022,lombardia-milano-milano
Piazzale Lagosta,FURTO,,45.4891102,9.1912547,1/28/2022,lombardia-milano-milano
"Via Marcona, 49, 20129 Milano MI",FURTO,Furto Ciclo/Motociclo,45.464066,9.216393,1/30/2022,lombardia-milano-milano
"Via Alfonso Capecelatro, 5, 20148 Milano MI",FURTO,Furto Ciclo/Motociclo,45.468381,9.13344,1/30/2022,lombardia-milano-milano
"Via Simone Saint Bon, San Siro",FURTO,Furto in Abitazione,45.4587522,9.1212574,1/29/2022,lombardia-milano-milano
"Via Francesco Nava, Maciachini",RAPINA,Rapina in Strada,45.4979158,9.185274,1/31/2022,lombardia-milano-milano
"Via Rodolfo Carabelli, Calvairate",RAPINA,Rapina in Esercizio Commerciale,45.4504401,9.2223427,2/2/2022,lombardia-milano-milano
"Via Aldo Rossi, Milano",RAPINA,Rapina in Strada,45.48638,9.1484992,2/2/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",FURTO,,45.4848268,9.2023322,1/30/2022,lombardia-milano-milano
"Viale Cassiodoro, Fiera",FURTO,Furto in Esercizio Commerciale,45.4757079,9.1598921,1/30/2022,lombardia-milano-milano
"Via Carlo Farini, Isola",RAPINA,Rapina in Strada,45.4878222,9.1824875,1/31/2022,lombardia-milano-milano
Via Medeghino,RAPINA,Rapina in Esercizio Commerciale,45.431511,9.180707,2/5/2022,lombardia-milano-milano
"Via Santa Radegonda, Duomo",FURTO,Furto in Esercizio Commerciale,45.4646945,9.192336,2/6/2022,lombardia-milano-milano
"Via Pontaccio, Milano",FURTO,Furto Auto,45.4725054,9.1854893,2/8/2022,lombardia-milano-milano
Forlanini,FURTO,Furto in Esercizio Commerciale,45.4594607,9.2447626,2/4/2022,lombardia-milano-milano
Via Masolino Da Panicale,FURTO,Furto in Esercizio Commerciale,45.4931532,9.1511875,2/4/2022,lombardia-milano-milano
"Via dei Missaglia, Gratosoglio",FURTO,Furto in Esercizio Commerciale,45.4117227,9.1748842,2/4/2022,lombardia-milano-milano
"Via Angelo de Vincenti, 7, 20148 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.477368,9.141341,2/4/2022,lombardia-milano-milano
Via Verro,FURTO,Furto Ciclo/Motociclo,45.4372047,9.1939595,2/7/2022,lombardia-milano-milano
"Via Rodolfo Carabelli, Calvairate",RAPINA,Rapina in Esercizio Commerciale,45.4504401,9.2223427,2/7/2022,lombardia-milano-milano
"Via Massimo D'Azeglio, Garibaldi",RAPINA,Rapina in Strada,45.4835774,9.1850378,2/8/2022,lombardia-milano-milano
Via Valtellina,FURTO,Furto Ciclo/Motociclo,45.4931647,9.1823676,2/10/2022,lombardia-milano-milano
"Viale Famagosta, Barona",RAPINA,Rapina in Esercizio Commerciale,45.437488,9.1605431,2/9/2022,lombardia-milano-milano
Via Bosisio,FURTO,Furto Ciclo/Motociclo,45.5180168,9.1857134,2/11/2022,lombardia-milano-milano
Duomo,FURTO,,45.4640976,9.1919265,2/10/2022,lombardia-milano-milano
Viale Brenta,FURTO,,45.4415424,9.2166325,2/10/2022,lombardia-milano-milano
San Siro,RAPINA,Rapina in Strada,45.4789394,9.1304605,2/9/2022,lombardia-milano-milano
"Piazza Leonardo Da Vinci, Milano",RAPINA,Rapina in Strada,45.4784227,9.2271424,2/12/2022,lombardia-milano-milano
Piazza Duomo,FURTO,,45.4637,9.1905995,2/12/2022,lombardia-milano-milano
"Corso Buenos Aires, 35, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.479644,9.210227,2/4/2022,lombardia-milano-milano
"Viale Emilio Alemagna, 6, 20121 Milano MI",FURTO,Furto Ciclo/Motociclo,45.472051,9.173462,2/11/2022,lombardia-milano-milano
Via Bosisio,FURTO,Furto Ciclo/Motociclo,45.5180168,9.1857134,2/11/2022,lombardia-milano-milano
"Via Bernardino Verro, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.437442,9.193753,2/11/2022,lombardia-milano-milano
Bovisa,RAPINA,,45.5065037,9.1597554,2/10/2022,lombardia-milano-milano
"Via Ausonio Zubiani, 20161 Milano MI",FURTO,Furto Auto,45.507292,9.185152,2/1/2022,lombardia-milano-milano
"Via Capecelatro, Milano",FURTO,Furto Ciclo/Motociclo,45.4716978,9.1292959,2/11/2022,lombardia-milano-milano
"Via Cadore, 20, 20135 Milano MI",FURTO,Furto Auto,45.458581,9.213484,1/31/2022,lombardia-milano-milano
"Via Polesine, 39, 20139 Milano MI",FURTO,Furto in Esercizio Commerciale,45.439972,9.223837,2/4/2022,lombardia-milano-milano
"Viale Tibaldi, 7, 20136 Milano MI",FURTO,Furto in Esercizio Commerciale,45.443656,9.178274,2/4/2022,lombardia-milano-milano
"Piazzale Stazione Genova, 4, Porta Genova",RAPINA,Rapina in Strada,45.4529287,9.1695775,2/13/2022,lombardia-milano-milano
"Via Muggiano, Baggio",FURTO,,45.4495831,9.0728595,2/14/2022,lombardia-milano-milano
"Piazza Sant'Agostino, 38, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.458738,9.170014,2/14/2022,lombardia-milano-milano
"Via Senofonte, Fiera",FURTO,Furto in Abitazione,45.47527,9.1584433,2/13/2022,lombardia-milano-milano
"Piazza Abbiategrasso, Abbiategrasso",FURTO,Furto Ciclo/Motociclo,45.4302539,9.1762974,2/15/2022,lombardia-milano-milano
"Via Leone Tolstoi, Lorenteggio",FURTO,Furto in Abitazione,45.4514346,9.150813,2/15/2022,lombardia-milano-milano
"Corso Indipendenza, Monforte",RAPINA,,45.4684549,9.2121281,2/13/2022,lombardia-milano-milano
"Darsena, Milano, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.452895,9.179465,2/15/2022,lombardia-milano-milano
"Via Bezzecca, 18, 20135 Milano MI",FURTO,Furto Ciclo/Motociclo,45.460252,9.213964,2/16/2022,lombardia-milano-milano
"Via Antonio Pollaiuolo, Isola",RAPINA,Rapina in Strada,45.4892173,9.1875943,2/15/2022,lombardia-milano-milano
Corso Lodi,FURTO,Furto Ciclo/Motociclo,45.445658,9.2131335,2/17/2022,lombardia-milano-milano
"Corso di Porta Vittoria, 15, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.462157,9.201364,2/14/2022,lombardia-milano-milano
"Via Pietro Marocco, Stazione Centrale",RAPINA,Rapina in Esercizio Commerciale,45.4896927,9.2128685,2/13/2022,lombardia-milano-milano
"Via Giovanni Battista Grassi, Vialba",FURTO,Furto in Esercizio Commerciale,45.513727,9.1257815,2/14/2022,lombardia-milano-milano
"Via Giorgio Vasari, 19-17, 20135 Milano MI",FURTO,Furto Ciclo/Motociclo,45.454119,9.207231,2/17/2022,lombardia-milano-milano
"Via dei Piccolomini, 20151 Milano MI",FURTO,,45.477175,9.124733,2/17/2022,lombardia-milano-milano
"Viale Tunisia, Porta Venezia",RAPINA,Rapina in Strada,45.4783957,9.2031142,2/17/2022,lombardia-milano-milano
"Piazzale Giulio Cesare, Fiera",RAPINA,Rapina in Strada,45.4740437,9.1554441,2/20/2022,lombardia-milano-milano
"Viale Zara, Zara",RAPINA,Rapina in Abitazione,45.495645,9.194631,2/17/2022,lombardia-milano-milano
"Via Filippo Palizzi, Cagnola",FURTO,Furto in Esercizio Commerciale,45.4931867,9.1508158,2/17/2022,lombardia-milano-milano
"Via Turroni, Milano",FURTO,,45.46702,9.2225862,2/18/2022,lombardia-milano-milano
"Via Broletto, Duomo",RAPINA,Rapina in Strada,45.4673346,9.1857852,2/19/2022,lombardia-milano-milano
Via Vitruvio,FURTO,Furto Ciclo/Motociclo,45.4819429,9.207519,2/21/2022,lombardia-milano-milano
"Via Giovanni Lulli, Casoretto",RAPINA,Rapina in Esercizio Commerciale,45.4865381,9.221124,2/21/2022,lombardia-milano-milano
"Viale Emilio Alemagna, 20121 Milano MI",FURTO,Furto Ciclo/Motociclo,45.472241,9.173221,2/18/2022,lombardia-milano-milano
"Via Medeghino, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.430515,9.178749,2/18/2022,lombardia-milano-milano
"Via Senato, Montenapoleone",RAPINA,Rapina in Strada,45.470571,9.1972639,2/18/2022,lombardia-milano-milano
"Via Vasari, Milano",FURTO,Furto Ciclo/Motociclo,45.4539739,9.20712,2/19/2022,lombardia-milano-milano
"Via Arona, Fiera",RAPINA,Rapina in Strada,45.4825717,9.1584246,2/18/2022,lombardia-milano-milano
"Via Felice Casati, Porta Venezia",FURTO,Furto in Esercizio Commerciale,45.4789182,9.2032425,2/19/2022,lombardia-milano-milano
"Via Alessandro Tadino, Porta Venezia",RAPINA,Rapina in Strada,45.4759028,9.2047979,2/21/2022,lombardia-milano-milano
"Corso Como, Milano",RAPINA,Rapina in Strada,45.4822154,9.187367,2/21/2022,lombardia-milano-milano
Via Bezzecca,FURTO,Furto Ciclo/Motociclo,45.4608707,9.2121116,2/23/2022,lombardia-milano-milano
"Darsena, Milano, 20123 Milano MI",RAPINA,Rapina in Strada,45.452756,9.1776,2/22/2022,lombardia-milano-milano
"Via Novara, 86, 20153 Milano MI",FURTO,Furto in Esercizio Commerciale,45.472101,9.120636,2/22/2022,lombardia-milano-milano
"Stazione, Villapizzone, 20156 Milano MI",RAPINA,Rapina in Strada,45.501746,9.150713,2/24/2022,lombardia-milano-milano
"Passaggio Pedonale in Piazza Po, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.46254,9.157758,2/27/2022,lombardia-milano-milano
"Corso di Porta Nuova, 11, 20121 Milano MI",FURTO,Furto Ciclo/Motociclo,45.475478,9.191648,2/27/2022,lombardia-milano-milano
"Corso Buenos Aires, 21, 20124 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.478122,9.208665,2/25/2022,lombardia-milano-milano
"Via Mario Pagano, 70, 20145 Milano MI",FURTO,Furto Ciclo/Motociclo,45.468373,9.160962,2/27/2022,lombardia-milano-milano
"Largo la Foppa, Porta Volta",RAPINA,Rapina in Strada,45.478025,9.1848154,2/23/2022,lombardia-milano-milano
"Piazza Guglielmo Oberdan, Porta Venezia",FURTO,,45.4747004,9.2053167,2/24/2022,lombardia-milano-milano
"Via Vigevano, Porta Ticinese",FURTO,Furto in Esercizio Commerciale,45.4530134,9.1731143,2/24/2022,lombardia-milano-milano
"Piazza Sigmund Freud, 20124 Milano MI",RAPINA,Rapina in Strada,45.484081,9.187877,2/26/2022,lombardia-milano-milano
"Via Fernanda Wittgens, Porta Ticinese",RAPINA,Rapina in Strada,45.457215,9.1838412,2/25/2022,lombardia-milano-milano
"Via San Marco, Milano",RAPINA,Rapina in Strada,45.4764197,9.1884978,2/28/2022,lombardia-milano-milano
Via Giacomo Antonini,FURTO,Furto Auto,45.4368784,9.1924612,2/28/2022,lombardia-milano-milano
"Via Stromboli, Milano",FURTO,Furto Auto,45.458721,9.1580194,2/28/2022,lombardia-milano-milano
Corvetto,RAPINA,Rapina in Strada,45.4401682,9.2242604,3/1/2022,lombardia-milano-milano
"Via Francesco Sforza, 35, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.458932,9.194777,3/2/2022,lombardia-milano-milano
"Corso di Porta Nuova, 11, 20121 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4759902954102,9.19178295135498,3/2/2022,lombardia-milano-milano
"Via Neera, Stadera",FURTO,Furto in Esercizio Commerciale,45.4330353,9.1776541,2/27/2022,lombardia-milano-milano
"Corso San Gottardo, Porta Ticinese",FURTO,Furto in Abitazione,45.4495961,9.179811,2/27/2022,lombardia-milano-milano
"Viale Monte Nero, Porta Romana",RAPINA,Rapina in Esercizio Commerciale,45.4543078,9.2037161,2/28/2022,lombardia-milano-milano
"Metro Lotto, 20149 Milano MI",FURTO,,45.478234,9.144952,2/27/2022,lombardia-milano-milano
"Viale Stelvio, Maciachini",FURTO,Furto in Esercizio Commerciale,45.4979158,9.185274,2/28/2022,lombardia-milano-milano
"Via Giuseppe Prina, 17-9, 20154 Milano MI",FURTO,Furto Ciclo/Motociclo,45.480118,9.168557,3/2/2022,lombardia-milano-milano
Viale Vittorio Veneto,RAPINA,Rapina in Strada,45.4766346,9.2009712,3/1/2022,lombardia-milano-milano
"Corso Como, Milano",RAPINA,Rapina in Strada,45.4822154,9.187367,3/3/2022,lombardia-milano-milano
Via Farini,RAPINA,Rapina in Esercizio Commerciale,45.4902735,9.1834961,3/4/2022,lombardia-milano-milano
"Via San Rocco, Porta Romana",RAPINA,Rapina in Strada,45.4498438,9.2015157,3/3/2022,lombardia-milano-milano
"Via Galileo Galilei, Porta Nuova",RAPINA,Rapina in Strada,45.4802511,9.1959708,3/3/2022,lombardia-milano-milano
"Corso Lodi, 8c, Porta Romana",FURTO,Furto in Esercizio Commerciale,45.4504509,9.204419,3/6/2022,lombardia-milano-milano
"Via Ruggero Bonghi, Stadera",FURTO,Furto Auto,45.4408601,9.1816064,3/6/2022,lombardia-milano-milano
"Via Ulisse Gobbi, 5, 20136 Milano MI",FURTO,Furto Ciclo/Motociclo,45.449133,9.18887,3/8/2022,lombardia-milano-milano
"Corso di Porta Nuova, Porta Nuova",RAPINA,Rapina in Esercizio Commerciale,45.4762719,9.1918322,3/7/2022,lombardia-milano-milano
piazza san siro,RAPINA,Rapina in Strada,45.4702843,9.1532512,3/7/2022,lombardia-milano-milano
"Via Michelangelo Buonarroti, Fiera",RAPINA,Rapina in Strada,45.4720176,9.1553894,3/8/2022,lombardia-milano-milano
"Via Sebastiano Veniero, 32, 20148 Milano MI",FURTO,Furto Ciclo/Motociclo,45.481631,9.145586,3/5/2022,lombardia-milano-milano
Corso Garibaldi,FURTO,Furto in Esercizio Commerciale,45.4766097,9.1841472,3/5/2022,lombardia-milano-milano
"Via Novara, 41, 20147 Milano MI",FURTO,Furto Ciclo/Motociclo,45.469992,9.123412,3/5/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",FURTO,,45.4845508,9.2028507,3/7/2022,lombardia-milano-milano
"Via Riccardo Pitteri, Ortica",FURTO,Furto in Esercizio Commerciale,45.4753181,9.2478411,3/6/2022,lombardia-milano-milano
Via Gioia,FURTO,Furto in Abitazione,45.4884801,9.1995499,3/9/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",RAPINA,Rapina in Strada,45.4848268,9.2023322,3/9/2022,lombardia-milano-milano
"Via Pinerolo, Trenno",FURTO,Furto in Abitazione,45.4798285,9.1150529,3/9/2022,lombardia-milano-milano
"Via Giovanni Pierluigi da Palestrina, Loreto",FURTO,,45.486617,9.2110597,3/10/2022,lombardia-milano-milano
"Giardino Aldo Protti, 20124 Milano MI",FURTO,,45.49189,9.198673,3/7/2022,lombardia-milano-milano
"M1 Bisceglie, Milano",FURTO,Furto Ciclo/Motociclo,45.455351,9.113346,2/23/2022,lombardia-milano-milano
"Corso Buenos Aires, 6, 20129 Milano MI",FURTO,,45.475539,9.206166,3/7/2022,lombardia-milano-milano
Quinto Romano,FURTO,Furto Ciclo/Motociclo,45.47693,9.0891011,3/15/2022,lombardia-milano-milano
"Via Valtellina, Maciachini",RAPINA,Rapina in Strada,45.4972707,9.1841173,3/11/2022,lombardia-milano-milano
"Via Andrea Cesalpino, 56, 20128 Milano MI",FURTO,Furto Ciclo/Motociclo,45.507239,9.231018,3/13/2022,lombardia-milano-milano
"Viale Marche, 55, 20159 Milano MI",RAPINA,Rapina in Strada,45.495872,9.193061,3/7/2022,lombardia-milano-milano
"Via Riccardo Pitteri, Ortica",FURTO,,45.4753181,9.2478411,3/16/2022,lombardia-milano-milano
"Viale Gorizia, Porta Ticinese",RAPINA,Rapina in Strada,45.453106,9.1755878,3/16/2022,lombardia-milano-milano
"Via San Gerolamo Emiliani, Porta Romana",RAPINA,Rapina in Esercizio Commerciale,45.449392,9.2073906,3/17/2022,lombardia-milano-milano
"Piazza Enrico Bottini, Lambrate",FURTO,,45.4845515,9.2366186,3/9/2022,lombardia-milano-milano
"Via Aldo Rossi, 4, 20149 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4854827,9.1492805,3/14/2022,lombardia-milano-milano
"Piazza del Duomo, Duomo",FURTO,,45.4641668,9.1896998,3/9/2022,lombardia-milano-milano
"Piazza Cinque Giornate, 15, 20129 Milano MI",FURTO,,45.462492,9.206972,3/7/2022,lombardia-milano-milano
"Via Pier Candido Decembrio, 33, Calvairate",RAPINA,Rapina in Strada,45.4490739,9.2169432,3/13/2022,lombardia-milano-milano
"Via Terenzio, Milano",RAPINA,Rapina in Strada,45.4630835,9.2258076,3/13/2022,lombardia-milano-milano
Via Vigevano,FURTO,,45.4530134,9.1731143,3/14/2022,lombardia-milano-milano
"Via Pietro CavalcabÃ², Porta Magenta",FURTO,,45.461663,9.1521515,3/14/2022,lombardia-milano-milano
"Via Galeazzo Alessi, Porta Ticinese",RAPINA,Rapina in Strada,45.455607,9.1759668,3/14/2022,lombardia-milano-milano
"Via Novara, Milano",FURTO,,45.4810677,9.0976343,3/17/2022,lombardia-milano-milano
"Via Torino, Milano",FURTO,,45.4615112,9.1854338,3/17/2022,lombardia-milano-milano
"Viale Cassala, 25, 20143 Milano MI",FURTO,Furto Auto,45.445741,9.160852,3/5/2022,lombardia-milano-milano
"Via Carlo Ravizza, 41-27, 20149 Milano MI",FURTO,Furto in Esercizio Commerciale,45.469644,9.149608,3/7/2022,lombardia-milano-milano
"Via Carlo Freguglia, 1, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.460935,9.200196,3/17/2022,lombardia-milano-milano
"Corso Vercelli, 28, 20145 Milano MI",FURTO,,45.466448,9.161076,3/17/2022,lombardia-milano-milano
"Viale Cassala, Porta Ticinese",FURTO,,45.445456,9.1615438,3/20/2022,lombardia-milano-milano
"Corso Como, Garibaldi",FURTO,Furto in Esercizio Commerciale,45.4844806,9.1873881,3/19/2022,lombardia-milano-milano
"Via Giovanni Battista Pergolesi, Loreto",RAPINA,Rapina in Strada,45.4847674,9.2108851,3/22/2022,lombardia-milano-milano
"Alzaia Naviglio Grande, 4-6, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.452231,9.176593,3/24/2022,lombardia-milano-milano
"Via Castel Morrone, Porta Venezia",FURTO,Furto in Esercizio Commerciale,45.4692822,9.2147093,3/23/2022,lombardia-milano-milano
Piazza Gae Aulenti,FURTO,Furto Auto,45.483724,9.1895987,3/23/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, 1, 20124 Milano MI",FURTO,,45.485465,9.203199,3/18/2022,lombardia-milano-milano
"Via Lazzaro Spallanzani, Porta Venezia",FURTO,,45.4758512,9.207166,3/18/2022,lombardia-milano-milano
"Via Agnello, 2, Duomo",FURTO,Furto in Esercizio Commerciale,45.4651288,9.1933381,3/20/2022,lombardia-milano-milano
"Via Gabrio Casati, Duomo",RAPINA,Rapina in Strada,45.4654943,9.1855007,3/19/2022,lombardia-milano-milano
"Via Giovanni Battista Pergolesi, Loreto",RAPINA,Rapina in Strada,45.4847674,9.2108851,3/19/2022,lombardia-milano-milano
"Via Alessandro Visconti d'Aragona, CittÃ  Studi",FURTO,Furto Ciclo/Motociclo,45.4718412,9.232399,3/23/2022,lombardia-milano-milano
